Deck Number,Commander Name,Price,Tag,Date,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30,Card 31,Card 32,Card 33,Card 34,Card 35,Card 36,Card 37,Card 38,Card 39,Card 40,Card 41,Card 42,Card 43,Card 44,Card 45,Card 46,Card 47,Card 48,Card 49,Card 50,Card 51,Card 52,Card 53,Card 54,Card 55,Card 56,Card 57,Card 58,Card 59,Card 60,Card 61,Card 62,Card 63,Card 64,Card 65,Card 66,Card 67,Card 68,Card 69,Card 70,Card 71,Card 72,Card 73,Card 74,Card 75,Card 76,Card 77,Card 78,Card 79,Card 80,Card 81,Card 82,Card 83,Card 84,Card 85,Card 86,Card 87,Card 88,Card 89,Card 90,Card 91,Card 92,Card 93,Card 94,Card 95,Card 96,Card 97,Card 98,Card 99,Card 100
0,"Yusri, Fortune's Flame",111,['Chaos'],2024-11-27,"Alandra, Sky Dreamer",Angrath's Marauders,Arcane Signet,"Auntie Blyte, Bad Influence",Basilisk Collar,Boompile,"Breeches, the Blastmaker",Champion's Helm,Chaos Wand,Chaos Warp,Chasm Skulker,Clone Legion,Command Tower,Creative Outburst,Creepy Doll,Dance with Calamity,"Delina, Wild Mage",Desperate Gambit,Evolving Wilds,Exotic Orchard,Fellwar Stone,Fiery Gambit,Fighting Chance,Frantic Search,Goblin Electromancer,Guff Rewrites History,Hit the Mother Lode,Invert Polarity,Izzet Boilerworks,Izzet Charm,Izzet Guildgate,Izzet Signet,"Krark, the Thumbless",Lightning Greaves,Mind Stone,Mogg Assassin,Mutalith Vortex Beast,Myriad Landscape,"Neera, Wild Mage","Okaun, Eye of Chaos",Ominous Seas,Overpowering Attack,"Ovika, Enigma Goliath",Plasma Caster,Pongify,Powerbalance,Prisoner's Dilemma,Psychosis Crawler,Reality Shift,Reinterpret,Roaring Furnace // Steaming Sauna,Sol Ring,Soulfire Eruption,Squee's Revenge,Swiftfoot Boots,Swiftwater Cliffs,"Talrand, Sky Summoner",Tavern Scoundrel,Temple of Epiphany,Tempt with Mayhem,Terramorphic Expanse,The Apprentice's Folly,The Locust God,Tibalt's Trickery,Triskaidekaphile,Vandalblast,Wand of Wonder,Wayfarer's Bauble,Wild Magic Surge,Wizard's Spellbook,"Zndrsplt, Eye of Wisdom"
1,"Yusri, Fortune's Flame",269,['Chaos'],2024-11-27,"Alandra, Sky Dreamer",An Offer You Can't Refuse,Arcane Signet,Ash Barrens,"Auntie Blyte, Bad Influence",Basilisk Collar,Batterbone,Brainstorm,Cascade Bluffs,Chance Encounter,Chaos Warp,Chasm Skulker,Command Tower,Counterspell,Creepy Doll,Desperate Gambit,Dissection Tools,Evolving Wilds,Fabricate,Ferrous Lake,Fiery Gambit,Fiery Islet,Fighting Chance,Frostboil Snarl,Gamble,Game of Chaos,Goblin Archaeologist,Goblin Assassin,Goblin Bangchuckers,Goblin Bomb,Goblin Electromancer,Goblin Kaboomist,Goblin Traprunner,Imperial Recruiter,Impulsive Maneuvers,Invert Polarity,Izzet Boilerworks,Izzet Charm,Izzet Signet,Karplusan Minotaur,Krark's Thumb,"Krark, the Thumbless",Laboratory Maniac,Loyal Inventor,Mana Clash,Mirror March,Mockingbird,Mogg Assassin,Negate,"Niv-Mizzet, Parun","Niv-Mizzet, the Firemind","Okaun, Eye of Chaos",Opt,"Ovika, Enigma Goliath",Planar Chaos,Psychosis Crawler,Ral Zarek,"Ral, Monsoon Mage",Reliquary Tower,Roaming Throne,Shadowspear,Shivan Reef,Sol Ring,Spark Double,Spirebluff Canal,Squee's Revenge,Stitch in Time,Sulfur Falls,Tavern Scoundrel,Temple of Epiphany,Terramorphic Expanse,The Locust God,Thought Vessel,Training Center,Tribute Mage,Triskaidekaphile,Twenty-Toed Toad,Two-Headed Giant,"Zndrsplt, Eye of Wisdom"
2,"Yusri, Fortune's Flame",223,"['Die Roll', 'Prowess', 'Coin Flip', 'Chaos']",2024-11-27,Academy Ruins,"Atemsis, All-Seeing","Auntie Blyte, Bad Influence",Boompile,"Breeches, the Blastmaker","Bria, Riptide Rogue",Chain Reaction,Chance Encounter,Chaotic Goo,Command Tower,Creepy Doll,Crooked Scales,Decanter of Endless Water,Desperate Gambit,Fiery Gambit,Fighting Chance,Frostboil Snarl,Gale's Redirection,Game of Chaos,Goblin Archaeologist,Goblin Bangchuckers,Goblin Bomb,Goblin Game,Goblin Kaboomist,Impulsive Maneuvers,Invert Polarity,Izzet Boilerworks,Izzet Charm,Izzet Signet,Kami of the Crescent Moon,Karplusan Minotaur,Krark's Thumb,"Krark, the Thumbless",Lithoform Engine,Loyal Inventor,Mana Clash,Mirror March,Molten Birth,Mutalith Vortex Beast,Mystic Sanctuary,"Niv-Mizzet, Dracogenius","Niv-Mizzet, Parun","Okaun, Eye of Chaos",Orbs of Warding,"Ovika, Enigma Goliath",Plasma Caster,Propaganda,Puppet's Verdict,Ral Zarek,Reinterpret,Reliquary Tower,Resurrection Orb,Rogue's Passage,Scoria Wurm,Seal of the Guildpact,Sol Ring,Soul Conduit,Stitch in Time,Storm of Saruman,Sulfur Falls,Sword of Hours,Tavern Scoundrel,Teferi's Puzzle Box,The Locust God,Third Path Iconoclast,Tide of War,Venser's Journal,Wand of Wonder,Wirefly Hive,Wizard's Spellbook,Wyll's Reversal,"Wyll, Blade of Frontiers","Zndrsplt, Eye of Wisdom"
3,"Yusri, Fortune's Flame",960,['Chaos'],2024-11-26,Academy Ruins,"Alandra, Sky Dreamer",An Offer You Can't Refuse,Arcane Signet,Arena of Glory,Arid Mesa,"Auntie Blyte, Bad Influence",Basilisk Collar,Blasphemous Act,Bloodstained Mire,Boompile,Brainstorm,Cascade Bluffs,Chain Reaction,Chance Encounter,Chasm Skulker,City of Brass,Command Tower,Curiosity,Cyclonic Rift,Defense Grid,Deflecting Swat,Fabricate,Fierce Guardianship,Fiery Gambit,Fiery Islet,Flooded Strand,Forbidden Orchard,Force of Will,Gamble,Game of Chaos,Goblin Engineer,Goblin Welder,Imperial Recruiter,Invert Polarity,Izzet Signet,Jeska's Will,Krark's Thumb,"Krark, the Thumbless",Lightning Greaves,Loyal Inventor,Mana Confluence,Mana Drain,"Minn, Wily Illusionist",Misty Rainforest,Mithril Coat,Muddle the Mixture,Mystic Remora,Mystical Tutor,"Niv-Mizzet, Parun","Okaun, Eye of Chaos",Overpowering Attack,Phyrexian Metamorph,Planar Chaos,Polluted Delta,Ponder,Prismatic Vista,Psychosis Crawler,Quasiduplicate,Reckless Handling,Rhystic Study,Riverglide Pathway,Sakashima of a Thousand Faces,Scalding Tarn,Seize the Day,Shadowspear,Shivan Reef,Sol Ring,Spark Double,Steam Vents,Stitch in Time,Stormcarved Coast,Strionic Resonator,Sulfur Falls,Swiftfoot Boots,Sword of the Animist,Talisman of Creativity,Tavern Scoundrel,Telepathy,Tezzeret the Seeker,The Locust God,Thought Vessel,Thundering Falls,Training Center,Tribute Mage,Valakut Awakening,Wizard Class,Wooded Foothills,"Zndrsplt, Eye of Wisdom"
4,"Yusri, Fortune's Flame",188,[],2024-11-26,Aetherize,All Is Dust,Arcane Denial,Arcane Signet,Arena of Glory,Basilisk Collar,Blasphemous Act,Blue Sun's Zenith,Buried Ruin,Capsize,Cascade Bluffs,Chaos Warp,Command Tower,Commander's Insight,Counterspell,Crawlspace,Darksteel Citadel,Diviner's Portent,Dramatic Reversal,Drown in Dreams,Enter the Infinite,Enthusiastic Mechanaut,Epiphany at the Drownyard,Etherium Sculptor,Evacuation,Even the Score,Everflowing Chalice,Exotic Orchard,Fellwar Stone,Ferrous Lake,Fiery Islet,Filter Out,Fractured Powerstone,Ghost Quarter,Hedron Archive,Hydroelectric Specimen,Izzet Boilerworks,Izzet Charm,Izzet Signet,"Jhoira, Weatherlight Captain","Jin-Gitaxias, Core Augur",Krark's Thumb,Laboratory Maniac,Lightning Greaves,Liquimetal Torque,Loxodon Warhammer,Meekstone,Mind Stone,Negate,Paradoxical Outcome,Pinnacle Monk,Prismatic Lens,Pull from Tomorrow,Rewind,"Saheeli, the Gifted",Scene of the Crime,Sculpting Steel,Seat of the Synod,Shivan Reef,Silent Arbiter,Silverbluff Bridge,Sisay's Ring,Sol Ring,Spell Swindle,Stoic Rebuttal,Stonespeaker Crystal,Stroke of Genius,Sulfur Falls,Sundering Eruption,Swiftfoot Boots,Talisman of Creativity,Teferi's Ageless Insight,Temple of Epiphany,Thought Vessel,Thoughtcast,Thran Dynamo,Transcendent Message,Treasure Vault,Unwind,Ur-Golem's Eye,Vandalblast,Wash Away,Wayfarer's Bauble,Wheel of Misfortune,Windfall,Winter Orb,Witch's Clinic
5,"Yusri, Fortune's Flame",215,[],2024-11-26,Abrade,Aggravated Assault,Aqueous Form,Arcane Signet,Archaeomancer,Aria of Flame,Azure Beastbinder,Basilisk Collar,Batterbone,Brainstorm,Cathartic Pyre,Chance Encounter,Chaos Warp,Command Tower,Commander's Sphere,Control Magic,Counterspell,Cyclonic Rift,Decanter of Endless Water,Dispel,Electrolyze,Escape Tunnel,Fiery Gambit,Filter Out,Fire Diamond,Fury of the Horde,Ghostfire Slice,Invert Polarity,Izzet Boilerworks,Izzet Charm,Izzet Signet,Karn's Temporal Sundering,Key to the City,Krark's Thumb,Lightning Bolt,Liquimetal Torque,Loxodon Warhammer,Meltdown,Miscast,Muddle the Mixture,Myriad Landscape,Negate,"Okaun, Eye of Chaos",Part the Waterveil,Reckless Handling,Relentless Assault,Resurrection Orb,Rogue's Passage,Sage of the Falls,Savage Beating,Security Bypass,Seize the Day,Snapcaster Mage,Sol Ring,Spirebluff Canal,Stitch in Time,Stormchaser's Talent,Strike It Rich,Sun Droplet,Surtland Frostpyre,Swiftfoot Boots,Sword Coast Sailor,Tavern Scoundrel,Temporal Mastery,The Locust God,Time Stretch,Tribute Mage,Vandalblast,Whir of Invention,Whispersilk Cloak,World at War
6,"Yusri, Fortune's Flame",344,['Wheels'],2024-11-26,Aetherflux Reservoir,Alhammarret's Archive,Anger,Aqueous Form,Arcane Signet,Basilisk Collar,Body of Knowledge,Brainstorm,Brotherhood Regalia,Chance Encounter,Chaos Warp,Chasm Skulker,Command Beacon,Command Tower,Counterflux,Counterspell,Crawlspace,Curiosity,Curse of Opulence,Curse of Verbosity,Dissection Tools,Ever-Watching Threshold,Exotic Orchard,Fabricate,Gamble,Improbable Alliance,Inventors' Fair,Invert Polarity,Jeska's Will,Krark's Thumb,"Krark, the Thumbless",Ledger Shredder,Lightning Greaves,Loxodon Warhammer,Mischievous Mystic,"Niv-Mizzet, Parun","Niv-Mizzet, the Firemind","Okaun, Eye of Chaos",Ominous Seas,Oneirophage,Ponder,Propaganda,Psychic Corrosion,Psychosis Crawler,Reliquary Tower,Resurrection Orb,Rhystic Study,Riverglide Pathway,Ruby Medallion,Sapphire Medallion,Scrawling Crawler,Shadowspear,Sol Ring,Sphinx's Tutelage,Squee's Revenge,Stitch in Time,Swiftfoot Boots,Tavern Scoundrel,Teferi's Ageless Insight,Teferi's Tutelage,Temple of the False God,The Locust God,Thought Vessel,"Toothy, Imaginary Friend",Tribute Mage,Triskaidekaphile,Venser's Journal,Whispersilk Cloak,Witch's Clinic,Wizard Class,"Zndrsplt, Eye of Wisdom"
7,"Yusri, Fortune's Flame",257,['Chaos'],2024-11-26,Akroma's Memorial,"Alandra, Sky Dreamer",An Offer You Can't Refuse,Arcane Denial,Arcane Signet,Archetype of Aggression,"Atemsis, All-Seeing","Auntie Blyte, Bad Influence",Bloodcrusher of Khorne,Body of Knowledge,Burning Inquiry,Cascade Bluffs,Chaos Warp,Chasm Skulker,Command Tower,Control of the Court,Crash Through,Crashing Drawbridge,Dance with Calamity,Dreadmaw's Ire,Empyrial Plate,Evolving Wilds,Exotic Orchard,Fellwar Stone,Ferrous Lake,Fervor,Fiery Gambit,Fiery Islet,Fists of Flame,Frostboil Snarl,Gamble,Goblin Lore,Goblin War Drums,Guff Rewrites History,Hammer of Purphoros,Invert Polarity,Izzet Signet,Krark's Thumb,Mana Clash,Mind Stone,"Minn, Wily Illusionist",Myriad Landscape,Nerd Rage,"Okaun, Eye of Chaos",Ominous Seas,Omniscience,Oneirophage,Overpowering Attack,Psychosis Crawler,Reliquary Tower,Rising of the Day,River's Rebuke,Riverglide Pathway,Scalding Tarn,Shivan Reef,Sol Ring,Squee's Revenge,Steam Vents,Stitch in Time,Stormcarved Coast,Street Riot,Sulfur Falls,"Sun Quan, Lord of Wu","Syr Elenora, the Discerning",Talisman of Creativity,Tavern Scoundrel,Teferi's Ageless Insight,"Teferi, Temporal Pilgrim",Temur Battle Rage,Terramorphic Expanse,The Royal Scions,Thought Vessel,Tibalt's Trickery,"Toothy, Imaginary Friend",Training Center,Tuktuk Rubblefort,Twenty-Toed Toad,Wild Magic Surge,Wizard Class,World at War,"Zndrsplt, Eye of Wisdom"
8,"Yusri, Fortune's Flame",146,['Chaos'],2024-11-26,Aleatory,Arcane Signet,Barbarian Class,Basilisk Collar,Boompile,Bottle of Suleiman,Brazen Dwarf,Chance Encounter,Chaos Dragon,Chaotic Goo,Chaotic Strike,Command Tower,Commander's Sphere,Component Pouch,Contact Other Plane,Crazed Firecat,Creepy Doll,Crooked Scales,"Delina, Wild Mage",Djinni Windseer,Earth-Cult Elemental,Enter the Enigma,Eroded Canyon,Fabricate,Fellwar Stone,Fiery Gambit,Fighting Chance,Gamble,Goblin Assassin,Goblin Bomb,Goblin Kaboomist,Goblin Traprunner,Hoarding Ogre,Invert Polarity,Izzet Signet,Karplusan Minotaur,Krark's Thumb,"Krark, the Thumbless",Lightning Greaves,Loxodon Warhammer,Luck Bobblehead,Mana Clash,Mirror March,Mogg Assassin,Molten Birth,Molten Sentry,Mutalith Vortex Beast,Myriad Landscape,"Okaun, Eye of Chaos",Peculiar Lighthouse,Planar Chaos,Prismari Campus,Puppet's Verdict,Ral Zarek,Reliquary Tower,Rogue's Passage,Sol Ring,Stitch in Time,Sulfur Falls,Swarming Goblins,Tavern Scoundrel,Temple of Epiphany,Terramorphic Expanse,Thought Vessel,Thran Dynamo,Tribute Mage,Triskaidekaphile,Two-Headed Giant,Wand of Wonder,"Zndrsplt, Eye of Wisdom"
